name,description,price,originalPrice,stock,mainImageUrl,images,category,brand,sku,active,rating,reviewCount
Dolce Shine Eau de,"Dolce Shine by Dolce & Gabbana is a vibrant and fruity fragrance, featuring notes of mango, jasmine, and blonde woods. It's a joyful and youthful scent.",5809,6854,5,https://cdn.dummyjson.com/product-images/fragrances/dolce-shine-eau-de/thumbnail.webp,https://cdn.dummyjson.com/product-images/fragrances/dolce-shine-eau-de/thumbnail.webp|https://cdn.dummyjson.com/product-images/fragrances/dolce-shine-eau-de/1.webp|https://cdn.dummyjson.com/product-images/fragrances/dolce-shine-eau-de/2.webp|https://cdn.dummyjson.com/product-images/fragrances/dolce-shine-eau-de/3.webp,Beauty,Dolce & Gabbana,BEAU-0005,true,4.0,88
Dior J'adore,"J'adore by Dior is a luxurious and floral fragrance, known for its blend of ylang-ylang, rose, and jasmine. It embodies femininity and sophistication.",7469,8813,98,https://cdn.dummyjson.com/product-images/fragrances/dior-j'adore/thumbnail.webp,https://cdn.dummyjson.com/product-images/fragrances/dior-j'adore/thumbnail.webp|https://cdn.dummyjson.com/product-images/fragrances/dior-j'adore/1.webp|https://cdn.dummyjson.com/product-images/fragrances/dior-j'adore/2.webp|https://cdn.dummyjson.com/product-images/fragrances/dior-j'adore/3.webp,Beauty,Dior,BEAU-0006,true,3.8,81
Chanel Coco Noir Eau De,"Coco Noir by Chanel is an elegant and mysterious fragrance, featuring notes of grapefruit, rose, and sandalwood. Perfect for evening occasions.",10789,12731,58,https://cdn.dummyjson.com/product-images/fragrances/chanel-coco-noir-eau-de/thumbnail.webp,https://cdn.dummyjson.com/product-images/fragrances/chanel-coco-noir-eau-de/thumbnail.webp|https://cdn.dummyjson.com/product-images/fragrances/chanel-coco-noir-eau-de/1.webp|https://cdn.dummyjson.com/product-images/fragrances/chanel-coco-noir-eau-de/2.webp|https://cdn.dummyjson.com/product-images/fragrances/chanel-coco-noir-eau-de/3.webp,Beauty,Chanel,BEAU-0007,true,4.3,74
Calvin Klein CK One,"CK One by Calvin Klein is a classic unisex fragrance, known for its fresh and clean scent. It's a versatile fragrance suitable for everyday wear.",4149,4895,29,https://cdn.dummyjson.com/product-images/fragrances/calvin-klein-ck-one/thumbnail.webp,https://cdn.dummyjson.com/product-images/fragrances/calvin-klein-ck-one/thumbnail.webp|https://cdn.dummyjson.com/product-images/fragrances/calvin-klein-ck-one/1.webp|https://cdn.dummyjson.com/product-images/fragrances/calvin-klein-ck-one/2.webp|https://cdn.dummyjson.com/product-images/fragrances/calvin-klein-ck-one/3.webp,Beauty,Calvin Klein,BEAU-0008,true,4.4,67
Monopod,"The Monopod is a versatile camera accessory for stable and adjustable shooting. Perfect for capturing selfies, group photos, and videos with ease.",1659,1959,48,https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/thumbnail.webp,https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/thumbnail.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/1.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/2.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/thumbnail.webp,Electronics,TechGear,ELEC-0028,true,4.4,288
Apple iPhone Charger,The Apple iPhone Charger is a high-quality charger designed for fast and efficient charging of your iPhone. Ensure your device stays powered up and ready to go.,1659,1959,31,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-iphone-charger/thumbnail.webp,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-iphone-charger/thumbnail.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/apple-iphone-charger/1.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/apple-iphone-charger/2.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/apple-iphone-charger/thumbnail.webp,Electronics,Apple,ELEC-0029,true,4.2,253
Apple MagSafe Battery Pack,The Apple MagSafe Battery Pack is a portable and convenient way to add extra battery life to your MagSafe-compatible iPhone. Attach it magnetically for a secure connection.,8299,9792,5,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/thumbnail.webp,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/thumbnail.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/1.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/2.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/thumbnail.webp,Electronics,Apple,ELEC-0030,true,3.8,260
Amazon Echo Plus,The Amazon Echo Plus is a smart speaker with built-in Alexa voice control. It features premium sound quality and serves as a hub for controlling smart home devices.,8299,9792,61,https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/thumbnail.webp,https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/thumbnail.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/1.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/2.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/thumbnail.webp,Electronics,Amazon,ELEC-0031,true,5.0,218
Mug Tree Stand,The Mug Tree Stand is a stylish and space-saving solution for organizing your mugs. Keep your favorite mugs easily accessible and neatly displayed in your kitchen.,1327,1627,88,https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/thumbnail.webp,https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/thumbnail.webp|https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/1.webp|https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/2.webp|https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/thumbnail.webp,Home,LUXE,HOME-0012,true,3.8,494
Black Aluminium Cup,The Black Aluminium Cup is a stylish and durable cup suitable for both hot and cold beverages. Its sleek black design adds a modern touch to your drinkware collection.,497,797,75,https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/thumbnail.webp,https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/thumbnail.webp|https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/1.webp|https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/2.webp|https://cdn.dummyjson.com/product-images/kitchen-accessories/black-aluminium-cup/thumbnail.webp,Home,LUXE,HOME-0013,true,4.5,368
Volleyball,"The Volleyball is a standard ball used in the sport of volleyball. It is designed for passing, setting, and spiking over the net during volleyball matches.",995,1295,5,https://cdn.dummyjson.com/product-images/sports-accessories/volleyball/thumbnail.webp,https://cdn.dummyjson.com/product-images/sports-accessories/volleyball/thumbnail.webp|https://cdn.dummyjson.com/product-images/sports-accessories/volleyball/1.webp|https://cdn.dummyjson.com/product-images/sports-accessories/volleyball/thumbnail.webp|https://cdn.dummyjson.com/product-images/sports-accessories/volleyball/thumbnail.webp,Accessories,LUXE,ACCS-0024,true,3.8,96
Tennis Racket,"The Tennis Racket is an essential piece of equipment used in the sport of tennis. It features a frame with strings and a grip, allowing players to hit the tennis ball.",4149,4895,6,https://cdn.dummyjson.com/product-images/sports-accessories/tennis-racket/thumbnail.webp,https://cdn.dummyjson.com/product-images/sports-accessories/tennis-racket/thumbnail.webp|https://cdn.dummyjson.com/product-images/sports-accessories/tennis-racket/1.webp|https://cdn.dummyjson.com/product-images/sports-accessories/tennis-racket/thumbnail.webp|https://cdn.dummyjson.com/product-images/sports-accessories/tennis-racket/thumbnail.webp,Accessories,LUXE,ACCS-0025,true,4.0,89
